Churn,Area,Children,Age,Income,Techie,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary
0,0.0,0.5,0.8873239436619719,0.19818303293521652,0,0.5180347806119343,0.4444444444444444,0.0,0.0,0,0,1,0,1,0
0,0.5,0.5,0.5633802816901409,0.3822247294815997,1,0.3759523811406311,0.3333333333333333,0.3333333333333333,0.0,0,0,0,0,1,0
0,0.5,0.375,0.23943661971830985,0.37534718620193025,0,0.5332545995822879,0.7777777777777778,0.0,0.5,0,0,1,0,1,0
0,0.5,0.375,0.9859154929577465,0.038177767582715634,0,0.4958603787646128,0.2222222222222222,0.6666666666666666,1.0,1,0,0,0,1,0
0,0.0,0.25,0.2535211267605634,0.0897651233949751,0,0.8024530954935507,0.3333333333333333,0.3333333333333333,0.0,0,0,0,1,1,0
0,0.5,0.25,0.29577464788732394,0.0928779234652876,0,0.6332441138595761,0.5,0.3333333333333333,0.0,0,0,0,1,1,0
1,1.0,0.25,0.5774647887323944,0.19883659319726482,1,0.4742337986350432,0.3888888888888889,0.3333333333333333,0.0,0,0,0,1,0,0
0,1.0,0.75,0.7605633802816901,0.04197768321740852,0,0.5420042792275613,0.9444444444444444,0.6666666666666666,0.0,0,0,0,0,0,0
1,0.0,0.0,0.6338028169014085,0.38664691404821433,0,0.3156156226707571,0.6111111111111112,0.0,0.5,0,0,0,1,1,0
0,0.5,0.5,0.6056338028169014,0.10628508601032548,0,0.6771143745156558,0.6666666666666666,0.3333333333333333,0.5,0,0,1,0,0,0
1,1.0,0.25,0.5070422535211268,0.20404599324220468,0,0.4892090296377679,0.7777777777777778,0.3333333333333333,0.5,0,1,0,0,1,0
0,1.0,0.125,0.11267605633802817,0.46287388793483125,0,0.4528040822877637,0.5,0.3333333333333333,0.5,0,0,0,0,0,0
0,0.5,0.25,0.704225352112676,0.1106910993469006,1,0.8349940198568538,0.5,0.0,0.0,0,0,1,0,0,0
0,0.0,0.0,0.9295774647887324,0.2945684153399318,0,0.5018239747208636,0.6111111111111112,0.3333333333333333,0.5,0,0,0,0,1,0
0,0.0,0.25,0.9154929577464789,0.12868506958035575,1,0.15077833350482922,0.3888888888888889,0.0,0.5,1,0,0,0,1,0
0,0.5,0.125,0.028169014084507043,0.1200878776982809,0,0.4508654067383998,0.4444444444444444,0.3333333333333333,0.0,0,0,0,0,1,0
1,0.0,0.375,0.39436619718309857,0.48665974591925076,0,0.46171403812766226,0.5,0.0,0.0,0,0,1,0,1,0
0,1.0,0.25,0.0,0.0777234595144766,0,0.8437256274858199,0.5555555555555556,0.0,1.0,0,0,1,0,1,0
0,0.5,0.0,0.8309859154929577,0.20640319258891934,0,0.5636404360009475,0.2777777777777778,0.6666666666666666,0.0,1,0,0,0,1,0
1,0.5,0.125,0.6901408450704225,0.25280152410608875,0,0.7623902590928503,0.6111111111111112,0.3333333333333333,0.5,0,0,0,1,1,0
1,0.5,0.25,0.676056338028169,0.3955699562155861,0,0.5289828267276537,0.5555555555555556,0.6666666666666666,0.5,1,0,0,0,0,0
1,0.5,0.0,0.056338028169014086,0.10039697944062582,1,0.392168994304717,0.7777777777777778,0.3333333333333333,0.0,0,0,0,1,1,0
0,0.0,0.125,0.8591549295774648,0.3657074351192058,1,0.8942950823671676,0.5,0.3333333333333333,0.0,1,0,0,0,0,0
0,0.5,0.0,0.5492957746478874,0.5304380147454127,1,0.1036547908294005,0.4444444444444444,0.0,0.0,0,0,1,0,0,0
1,0.0,0.0,0.5211267605633803,0.18472638642625763,0,0.6854670249519199,0.7777777777777778,1.0,0.0,0,0,1,0,1,0
0,0.0,0.0,0.7464788732394366,0.10265618113330081,0,0.7124651845429593,0.5,0.3333333333333333,0.0,0,0,0,1,1,0
0,1.0,0.25,0.2676056338028169,0.5906428573334467,0,0.671742719547043,0.3333333333333333,0.3333333333333333,0.0,0,0,0,1,1,0
0,1.0,0.25,0.9154929577464789,0.3503002148428767,0,0.6436322629315725,0.5555555555555556,0.0,1.0,0,1,0,0,0,0
1,1.0,0.375,0.8591549295774648,0.2217796875281733,0,0.2927003059931211,0.3888888888888889,0.0,0.0,0,0,0,0,1,0
1,0.0,0.375,0.8028169014084507,0.4126170200740755,0,0.29987834144522146,0.3888888888888889,0.0,0.0,0,0,1,0,1,0
0,0.0,0.5,0.15492957746478872,0.10760498180615337,0,0.3008201758700857,0.5555555555555556,0.3333333333333333,0.0,0,0,1,0,0,0
1,0.5,0.125,0.07042253521126761,0.10568489080740767,1,0.1870664339743967,0.4444444444444444,0.6666666666666666,0.5,0,1,0,0,0,0
0,0.5,0.0,0.647887323943662,0.6756495154331346,0,0.566092582713642,0.4444444444444444,0.3333333333333333,0.0,0,0,0,1,0,0
1,0.5,0.375,0.6338028169014085,0.1343670738232014,1,0.5315659955585761,0.6111111111111112,1.0,0.0,0,0,0,0,1,0
1,0.0,0.5,0.18309859154929578,0.11077365347625251,0,0.2861133948994219,0.5555555555555556,0.3333333333333333,0.5,1,0,0,0,1,0
0,0.5,0.75,0.7887323943661971,0.41157672484563146,0,0.49500839614582626,0.3888888888888889,0.3333333333333333,0.5,0,0,0,1,1,0
0,0.0,0.125,0.23943661971830985,1.0,0,0.5575603320145657,0.3888888888888889,1.0,0.0,0,1,0,0,1,0
0,0.5,0.5,0.9436619718309859,0.7203711329636536,0,0.32287972610052085,0.2222222222222222,0.0,0.5,0,0,0,1,0,0
1,1.0,0.125,0.647887323943662,0.29543761895455745,0,0.6007338142221573,0.7222222222222222,0.6666666666666666,0.0,0,0,1,0,1,0
0,0.5,0.0,0.028169014084507043,0.23940600484667934,0,0.5616587264627518,0.5555555555555556,0.3333333333333333,0.0,0,0,0,1,0,0
1,1.0,0.0,0.6901408450704225,0.09847341162742165,1,0.5230706620355619,0.6111111111111112,0.6666666666666666,0.0,0,0,0,0,1,0
0,0.0,0.0,0.647887323943662,0.06885677408379268,0,0.3517385455889766,0.5555555555555556,0.0,0.5,1,0,0,0,0,0
0,0.0,0.375,0.647887323943662,0.13628595197969412,0,0.651188059999546,0.6666666666666666,0.6666666666666666,0.0,0,0,1,0,0,0
0,1.0,0.75,0.22535211267605634,0.19706640950098575,0,0.3489211062739603,0.3888888888888889,0.3333333333333333,0.0,0,0,0,1,0,0
0,0.0,0.375,0.4647887323943662,0.20094782813507797,1,0.40577165984805724,0.3888888888888889,0.0,0.5,1,0,0,0,1,0
0,0.0,0.125,0.22535211267605634,0.13605834191688748,0,0.44410427011248815,0.6666666666666666,0.0,1.0,1,0,0,0,1,0
1,0.5,0.0,0.1267605633802817,0.3565640599425452,1,0.42486608788398944,0.6111111111111112,0.6666666666666666,0.5,1,0,0,0,1,0
0,1.0,0.375,0.4225352112676056,0.18944280652344184,1,0.4057895624392117,0.5555555555555556,0.0,0.0,0,0,0,0,0,0
0,1.0,0.125,0.6338028169014085,0.05203578402125611,0,0.5294041306078172,0.7222222222222222,1.0,0.0,1,0,0,0,0,0
0,0.5,0.25,0.647887323943662,0.26876940092788904,1,0.7015152205345092,0.5555555555555556,0.3333333333333333,0.0,0,1,0,0,1,0
0,1.0,1.0,0.9577464788732394,0.29879638343377146,0,0.4943889474033167,0.2777777777777778,0.0,0.5,0,0,0,0,0,0
0,0.0,0.0,0.323943661971831,0.08046213817782417,0,0.2769257887898605,0.5555555555555556,0.0,0.5,0,1,0,0,0,0
1,0.5,0.5,0.4507042253521127,0.3993672035973225,0,0.4465174929776098,0.4444444444444444,0.0,0.0,1,0,0,0,0,0
1,1.0,0.625,0.38028169014084506,0.25592653345508115,0,0.3694712192974797,0.8333333333333334,0.0,0.0,0,0,0,1,1,0
0,0.0,0.75,0.8732394366197183,0.08446961155007465,0,0.9328042901159511,0.2222222222222222,0.0,0.0,0,0,0,1,1,0
0,0.5,0.5,0.7323943661971831,0.14764308769261855,0,0.3512304840578273,0.2777777777777778,0.3333333333333333,0.0,0,0,0,0,1,0
0,1.0,0.0,0.056338028169014086,0.004467625723025802,0,0.6345804417636617,0.6666666666666666,0.3333333333333333,0.5,0,0,0,0,0,0
0,0.0,0.25,0.16901408450704225,0.017677337549280813,0,0.6532290683412498,0.5555555555555556,1.0,0.5,0,0,1,0,0,0
0,0.5,0.125,0.6619718309859155,0.3161253118318502,1,0.46458494734322725,0.4444444444444444,0.6666666666666666,0.0,0,0,0,1,1,0
1,1.0,0.375,0.14084507042253522,0.4866561073924918,1,0.44438675831739133,0.7222222222222222,0.3333333333333333,0.5,0,0,0,1,1,0
1,0.5,0.375,0.2676056338028169,0.5004196838476014,0,0.6140545844921543,0.7222222222222222,0.0,0.0,0,0,1,0,0,0
0,0.0,0.125,0.5915492957746479,0.3814848957072904,1,0.2972336712838033,0.7222222222222222,0.3333333333333333,0.0,0,1,0,0,1,0
0,1.0,0.125,0.04225352112676056,0.2718550333317351,0,0.49919946615263827,0.7222222222222222,0.0,0.0,0,1,0,0,1,0
0,0.0,0.125,0.8873239436619719,0.3437236181542433,0,0.13814322682854074,0.5555555555555556,0.0,0.0,0,1,0,0,0,0
0,0.0,0.0,0.29577464788732394,0.39051369771912076,0,0.09647621660531405,0.6111111111111112,0.0,0.0,1,0,0,0,1,0
1,0.0,0.125,0.28169014084507044,0.2003355045096305,0,0.529578073764775,0.5,0.3333333333333333,0.0,0,0,0,1,0,0
0,0.0,0.25,0.7605633802816901,0.05441901904833443,0,0.3917789494217351,0.4444444444444444,0.3333333333333333,0.0,0,1,0,0,0,1
0,1.0,1.0,0.22535211267605634,0.8307915259196922,0,0.7056034658512874,0.3888888888888889,1.0,0.0,0,0,1,0,0,0
0,1.0,0.125,0.18309859154929578,0.2510389408879283,0,0.46309784630134165,0.4444444444444444,0.0,0.5,0,0,1,0,1,0
1,0.0,0.0,0.9014084507042254,0.3518727861080725,0,0.46840746116747256,0.5,0.6666666666666666,0.0,0,1,0,0,0,1
0,1.0,0.125,0.1267605633802817,0.4656473347427638,0,0.4316532366359981,0.3888888888888889,0.0,0.0,0,0,0,1,1,0
0,0.5,0.375,0.6901408450704225,0.17770467663078568,1,0.5292985222625215,0.4444444444444444,0.0,0.0,1,0,0,0,1,0
1,1.0,0.0,0.014084507042253521,0.6957480095439366,0,0.626163626068748,0.7777777777777778,0.0,0.0,0,0,1,0,0,0
0,0.0,0.125,0.4084507042253521,0.21324976796306297,0,0.7456719497570838,0.6111111111111112,0.6666666666666666,0.0,1,0,0,0,1,0
0,1.0,0.5,0.7464788732394366,0.3636520717811793,0,0.40211399867419173,0.3888888888888889,0.3333333333333333,0.0,0,0,0,0,1,0
1,0.5,0.25,0.07042253521126761,0.1137190004595055,0,0.2907380803475068,0.2777777777777778,0.3333333333333333,0.5,0,0,0,1,0,1
0,1.0,0.0,0.2535211267605634,0.19192088581470212,1,0.29298612622603104,0.4444444444444444,0.3333333333333333,0.0,0,0,0,0,0,0
0,1.0,0.25,0.5070422535211268,0.28526551097893105,0,0.3179990392464331,0.3333333333333333,0.3333333333333333,1.0,0,0,0,0,1,0
0,0.0,0.0,0.5211267605633803,0.10782418282933942,0,0.49122564075745695,0.6111111111111112,0.6666666666666666,0.0,0,0,0,0,0,0
0,0.0,0.375,0.7746478873239436,0.20697015591410586,0,0.581966025287043,0.4444444444444444,0.3333333333333333,0.0,0,0,0,1,0,0
0,1.0,0.5,0.7887323943661971,0.6431425130883872,0,0.3464791250704385,0.3888888888888889,0.3333333333333333,1.0,0,0,1,0,1,0
0,1.0,0.375,0.5633802816901409,0.773741771168524,0,0.6077175190239033,0.3333333333333333,0.3333333333333333,0.0,1,0,0,0,1,0
0,1.0,0.5,0.8309859154929577,0.12863469619878257,0,0.6221056677570493,0.4444444444444444,0.3333333333333333,0.5,0,0,0,0,1,0
0,1.0,0.0,0.676056338028169,0.0851686129685341,0,0.6856317739705813,0.3333333333333333,1.0,0.0,0,0,0,0,0,0
0,0.5,0.0,0.971830985915493,0.5419814430283927,1,0.5251730197898745,0.3333333333333333,0.0,0.0,0,0,1,0,0,0
0,0.5,0.125,0.4507042253521127,0.3300641844205885,0,0.3552067229707864,0.7777777777777778,0.0,0.5,0,0,1,0,1,0
0,0.0,0.0,0.1267605633802817,0.6868793835656479,0,0.6284286144625603,0.3333333333333333,0.0,0.0,1,0,0,0,0,0
